RegionSegment,RegionSegmentEndUse,Region,Segment,End Use,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCooking Range,SCL,Multifamily - Mid Rise Low Income,Cooking Range,New,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558,0.930232558
SCLSingle Family,SCLSingle FamilyCooking Range,SCL,Single Family,Cooking Range,New,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556
SCLSingle Family Low Income,SCLSingle Family Low IncomeCooking Range,SCL,Single Family Low Income,Cooking Range,New,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556,0.755555556
SCLMultifamily - High Rise,SCLMultifamily - High RiseCool Central,SCL,Multifamily - High Rise,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCool Central,SCL,Multifamily - High Rise Low Income,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCool Central,SCL,Multifamily - Low Rise,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Central,SCL,Multifamily - Low Rise Low Income,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseCool Central,SCL,Multifamily - Mid Rise,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Central,SCL,Multifamily - Mid Rise Low Income,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyCool Central,SCL,Single Family,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeCool Central,SCL,Single Family Low Income,Cool Central,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseCool Room,SCL,Multifamily - High Rise,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCool Room,SCL,Multifamily - High Rise Low Income,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCool Room,SCL,Multifamily - Low Rise,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCool Room,SCL,Multifamily - Low Rise Low Income,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseCool Room,SCL,Multifamily - Mid Rise,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCool Room,SCL,Multifamily - Mid Rise Low Income,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyCool Room,SCL,Single Family,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeCool Room,SCL,Single Family Low Income,Cool Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseCopier,SCL,Multifamily - High Rise,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeCopier,SCL,Multifamily - High Rise Low Income,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseCopier,SCL,Multifamily - Low Rise,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeCopier,SCL,Multifamily - Low Rise Low Income,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseCopier,SCL,Multifamily - Mid Rise,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeCopier,SCL,Multifamily - Mid Rise Low Income,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyCopier,SCL,Single Family,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeCopier,SCL,Single Family Low Income,Copier,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCL,Multifamily - High Rise,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeDryer,SCL,Multifamily - High Rise Low Income,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseDryer,SCL,Multifamily - Low Rise,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDryer,SCL,Multifamily - Low Rise Low Income,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseDryer,SCL,Multifamily - Mid Rise,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeDryer,SCL,Multifamily - Mid Rise Low Income,Dryer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyDryer,SCL,Single Family,Dryer,New,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449
SCLSingle Family Low Income,SCLSingle Family Low IncomeDryer,SCL,Single Family Low Income,Dryer,New,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449,0.862275449
SCLMultifamily - High Rise,SCLMultifamily - High RiseDVD Player,SCL,Multifamily - High Rise,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeDVD Player,SCL,Multifamily - High Rise Low Income,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseDVD Player,SCL,Multifamily - Low Rise,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeDVD Player,SCL,Multifamily - Low Rise Low Income,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseDVD Player,SCL,Multifamily - Mid Rise,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeDVD Player,SCL,Multifamily - Mid Rise Low Income,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyDVD Player,SCL,Single Family,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeDVD Player,SCL,Single Family Low Income,DVD Player,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseElectric Vehicles,SCL,Multifamily - High Rise,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeElectric Vehicles,SCL,Multifamily - High Rise Low Income,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseElectric Vehicles,SCL,Multifamily - Low Rise,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeElectric Vehicles,SCL,Multifamily - Low Rise Low Income,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseElectric Vehicles,SCL,Multifamily - Mid Rise,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeElectric Vehicles,SCL,Multifamily - Mid Rise Low Income,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyElectric Vehicles,SCL,Single Family,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeElectric Vehicles,SCL,Single Family Low Income,Electric Vehicles,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCL,Multifamily - High Rise,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeFreezer,SCL,Multifamily - High Rise Low Income,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseFreezer,SCL,Multifamily - Low Rise,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeFreezer,SCL,Multifamily - Low Rise Low Income,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseFreezer,SCL,Multifamily - Mid Rise,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeFreezer,SCL,Multifamily - Mid Rise Low Income,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyFreezer,SCL,Single Family,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeFreezer,SCL,Single Family Low Income,Freezer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Central,SCL,Multifamily - High Rise,Heat Central,New,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeHeat Central,SCL,Multifamily - High Rise Low Income,Heat Central,New,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseHeat Central,SCL,Multifamily - Low Rise,Heat Central,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeHeat Central,SCL,Multifamily - Low Rise Low Income,Heat Central,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseHeat Central,SCL,Multifamily - Mid Rise,Heat Central,New,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeHeat Central,SCL,Multifamily - Mid Rise Low Income,Heat Central,New,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyHeat Central,SCL,Single Family,Heat Central,New,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Central,SCL,Single Family Low Income,Heat Central,New,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCL,Multifamily - High Rise,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeHeat Pump,SCL,Multifamily - High Rise Low Income,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseHeat Pump,SCL,Multifamily - Low Rise,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeHeat Pump,SCL,Multifamily - Low Rise Low Income,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseHeat Pump,SCL,Multifamily - Mid Rise,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeHeat Pump,SCL,Multifamily - Mid Rise Low Income,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyHeat Pump,SCL,Single Family,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Pump,SCL,Single Family Low Income,Heat Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Room,SCL,Multifamily - High Rise,Heat Room,New,0.972222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeHeat Room,SCL,Multifamily - High Rise Low Income,Heat Room,New,0.972222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseHeat Room,SCL,Multifamily - Low Rise,Heat Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeHeat Room,SCL,Multifamily - Low Rise Low Income,Heat Room,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseHeat Room,SCL,Multifamily - Mid Rise,Heat Room,New,0.972222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeHeat Room,SCL,Multifamily - Mid Rise Low Income,Heat Room,New,0.972222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyHeat Room,SCL,Single Family,Heat Room,New,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632
SCLSingle Family Low Income,SCLSingle Family Low IncomeHeat Room,SCL,Single Family Low Income,Heat Room,New,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632,0.704041632
SCLMultifamily - High Rise,SCLMultifamily - High RiseHome Audio System,SCL,Multifamily - High Rise,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeHome Audio System,SCL,Multifamily - High Rise Low Income,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseHome Audio System,SCL,Multifamily - Low Rise,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeHome Audio System,SCL,Multifamily - Low Rise Low Income,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseHome Audio System,SCL,Multifamily - Mid Rise,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeHome Audio System,SCL,Multifamily - Mid Rise Low Income,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyHome Audio System,SCL,Single Family,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeHome Audio System,SCL,Single Family Low Income,Home Audio System,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseLighting Exterior Standard,SCL,Multifamily - High Rise,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Exterior Standard,SCL,Multifamily - High Rise Low Income,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseLighting Exterior Standard,SCL,Multifamily - Low Rise,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeLighting Exterior Standard,SCL,Multifamily - Low Rise Low Income,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseLighting Exterior Standard,SCL,Multifamily - Mid Rise,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeLighting Exterior Standard,SCL,Multifamily - Mid Rise Low Income,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyLighting Exterior Standard,SCL,Single Family,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Exterior Standard,SCL,Single Family Low Income,Lighting Exterior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseLighting Interior Linear Fluorescent,SCL,Multifamily - High Rise,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Linear Fluorescent,SCL,Multifamily - High Rise Low Income,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseLighting Interior Linear Fluorescent,SCL,Multifamily - Low Rise,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeLighting Interior Linear Fluorescent,SCL,Multifamily - Low Rise Low Income,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseLighting Interior Linear Fluorescent,SCL,Multifamily - Mid Rise,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeLighting Interior Linear Fluorescent,SCL,Multifamily - Mid Rise Low Income,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyLighting Interior Linear Fluorescent,SCL,Single Family,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Linear Fluorescent,SCL,Single Family Low Income,Lighting Interior Linear Fluorescent,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseLighting Interior Specialty,SCL,Multifamily - High Rise,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Specialty,SCL,Multifamily - High Rise Low Income,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseLighting Interior Specialty,SCL,Multifamily - Low Rise,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeLighting Interior Specialty,SCL,Multifamily - Low Rise Low Income,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseLighting Interior Specialty,SCL,Multifamily - Mid Rise,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeLighting Interior Specialty,SCL,Multifamily - Mid Rise Low Income,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyLighting Interior Specialty,SCL,Single Family,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Specialty,SCL,Single Family Low Income,Lighting Interior Specialty,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseLighting Interior Standard,SCL,Multifamily - High Rise,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeLighting Interior Standard,SCL,Multifamily - High Rise Low Income,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseLighting Interior Standard,SCL,Multifamily - Low Rise,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeLighting Interior Standard,SCL,Multifamily - Low Rise Low Income,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseLighting Interior Standard,SCL,Multifamily - Mid Rise,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeLighting Interior Standard,SCL,Multifamily - Mid Rise Low Income,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyLighting Interior Standard,SCL,Single Family,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeLighting Interior Standard,SCL,Single Family Low Income,Lighting Interior Standard,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
