RegionSegment,RegionSegmentEndUse,RegionSegmentEndUseEfficiency,RegionSegmentEndUseEfficiencyVintage,RegionSegmentEndUseEfficiencyDescriptionVintage,RegionSegmentEndUseVintage,Region,Segment,End Use,Efficiency Level,Efficiency Description,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise,SCLMultifamily - High RiseCool Room,SCLMultifamily - High RiseCool Room3,SCLMultifamily - High RiseCool Room3New,"SCLMultifamily - High RiseCool RoomRoom AC - Market Average (8,000-13,999 Btuh)New",SCLMultifamily - High RiseCool RoomNew,SCL,Multifamily - High Rise,Cool Room,3,"Room AC - Market Average (8,000-13,999 Btuh)",New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseCool Room,SCLMultifamily - High RiseCool Room2,SCLMultifamily - High RiseCool Room2New,"SCLMultifamily - High RiseCool RoomFederal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)New",SCLMultifamily - High RiseCool RoomNew,SCL,Multifamily - High Rise,Cool Room,2,"Federal Standard 2015 Room AC - CEER 10.9 (8,000-13,999 Btuh)",New,0,320.1201995,672.3539537,1006.3847,1267.21626,1535.138692,1850.283609,2194.597707,2557.807255,2901.646447,3221.463854,3542.750061,3865.556874,4189.911159,4515.823807,4843.295431,5172.319973,5502.886994,5834.98313,6168.59301,6505.230935
SCLMultifamily - High Rise,SCLMultifamily - High RiseCool Room,SCLMultifamily - High RiseCool Room1,SCLMultifamily - High RiseCool Room1New,"SCLMultifamily - High RiseCool RoomBelow Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)New",SCLMultifamily - High RiseCool RoomNew,SCL,Multifamily - High Rise,Cool Room,1,"Below Standard Room AC - CEER 9.7 (8,000-13,999 Btuh)",New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseCopier,SCLMultifamily - High RiseCopier2,SCLMultifamily - High RiseCopier2Existing,SCLMultifamily - High RiseCopierENERGY STAR Office CopierExisting,SCLMultifamily - High RiseCopierExisting,SCL,Multifamily - High Rise,Copier,2,ENERGY STAR Office Copier,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseCopier,SCLMultifamily - High RiseCopier1,SCLMultifamily - High RiseCopier1Existing,SCLMultifamily - High RiseCopierStandard Office CopierExisting,SCLMultifamily - High RiseCopierExisting,SCL,Multifamily - High Rise,Copier,1,Standard Office Copier,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseCopier,SCLMultifamily - High RiseCopier2,SCLMultifamily - High RiseCopier2New,SCLMultifamily - High RiseCopierENERGY STAR Office CopierNew,SCLMultifamily - High RiseCopierNew,SCL,Multifamily - High Rise,Copier,2,ENERGY STAR Office Copier,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseCopier,SCLMultifamily - High RiseCopier1,SCLMultifamily - High RiseCopier1New,SCLMultifamily - High RiseCopierStandard Office CopierNew,SCLMultifamily - High RiseCopierNew,SCL,Multifamily - High Rise,Copier,1,Standard Office Copier,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer4,SCLMultifamily - High RiseDryer4Existing,SCLMultifamily - High RiseDryerHeat Pump DryerExisting,SCLMultifamily - High RiseDryerExisting,SCL,Multifamily - High Rise,Dryer,4,Heat Pump Dryer,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer3,SCLMultifamily - High RiseDryer3Existing,SCLMultifamily - High RiseDryerFederal Standard 2015 Dryer - CEF 3.73Existing,SCLMultifamily - High RiseDryerExisting,SCL,Multifamily - High Rise,Dryer,3,Federal Standard 2015 Dryer - CEF 3.73,Existing,1749.260064,3498.520128,5029.122684,6368.39992,7540.267502,8565.651636,9462.862753,10247.92248,10934.84974,11535.9111,12061.83978,12522.02738,12924.69153,13277.02266,13585.3124,13855.06592,14091.10025,14297.63029,14478.34408,14636.46864,14774.82763
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer2,SCLMultifamily - High RiseDryer2Existing,SCLMultifamily - High RiseDryerBelow Standard Dryer - CEF 2.72Existing,SCLMultifamily - High RiseDryerExisting,SCL,Multifamily - High Rise,Dryer,2,Below Standard Dryer - CEF 2.72,Existing,13994.08051,12244.82045,10714.21789,9374.940655,8203.073073,7177.688939,6280.477822,5495.418094,4808.490832,4207.429478,3681.500793,3221.313194,2818.649045,2466.317914,2158.028175,1888.274653,1652.240321,1445.710281,1264.996496,1106.871934,968.5129424
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer1,SCLMultifamily - High RiseDryer1Existing,SCLMultifamily - High RiseDryerMarket Average DryerExisting,SCLMultifamily - High RiseDryerExisting,SCL,Multifamily - High Rise,Dryer,1,Market Average Dryer,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer4,SCLMultifamily - High RiseDryer4New,SCLMultifamily - High RiseDryerHeat Pump DryerNew,SCLMultifamily - High RiseDryerNew,SCL,Multifamily - High Rise,Dryer,4,Heat Pump Dryer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer3,SCLMultifamily - High RiseDryer3New,SCLMultifamily - High RiseDryerFederal Standard 2015 Dryer - CEF 3.73New,SCLMultifamily - High RiseDryerNew,SCL,Multifamily - High Rise,Dryer,3,Federal Standard 2015 Dryer - CEF 3.73,New,0,254.2760782,534.0604148,799.3858404,1006.5681,1219.382741,1469.70688,1743.20052,2031.703087,2304.819502,2558.855068,2814.057323,3070.467417,3328.10669,3586.983793,3847.099214,4108.448139,4371.022278,4634.811014,4899.80214,5167.198485
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer2,SCLMultifamily - High RiseDryer2New,SCLMultifamily - High RiseDryerBelow Standard Dryer - CEF 2.72New,SCLMultifamily - High RiseDryerNew,SCL,Multifamily - High Rise,Dryer,2,Below Standard Dryer - CEF 2.72,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDryer,SCLMultifamily - High RiseDryer1,SCLMultifamily - High RiseDryer1New,SCLMultifamily - High RiseDryerMarket Average DryerNew,SCLMultifamily - High RiseDryerNew,SCL,Multifamily - High Rise,Dryer,1,Market Average Dryer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseDVD Player,SCLMultifamily - High RiseDVD Player2,SCLMultifamily - High RiseDVD Player2Existing,SCLMultifamily - High RiseDVD PlayerENERGY STAR DVD PlayerExisting,SCLMultifamily - High RiseDVD PlayerExisting,SCL,Multifamily - High Rise,DVD Player,2,ENERGY STAR DVD Player,Existing,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753,34659.03753
SCLMultifamily - High Rise,SCLMultifamily - High RiseDVD Player,SCLMultifamily - High RiseDVD Player1,SCLMultifamily - High RiseDVD Player1Existing,SCLMultifamily - High RiseDVD PlayerStandard DVD PlayerExisting,SCLMultifamily - High RiseDVD PlayerExisting,SCL,Multifamily - High Rise,DVD Player,1,Standard DVD Player,Existing,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838,19032.53838
SCLMultifamily - High Rise,SCLMultifamily - High RiseDVD Player,SCLMultifamily - High RiseDVD Player2,SCLMultifamily - High RiseDVD Player2New,SCLMultifamily - High RiseDVD PlayerENERGY STAR DVD PlayerNew,SCLMultifamily - High RiseDVD PlayerNew,SCL,Multifamily - High Rise,DVD Player,2,ENERGY STAR DVD Player,New,0,559.7899693,1175.736488,1759.851647,2215.964355,2684.476777,3235.566535,3837.664056,4472.803799,5074.070859,5633.331338,6195.160289,6759.648305,7326.842363,7896.761511,8469.40682,9044.767694,9622.825883,10203.55801,10786.93721,11375.61151
SCLMultifamily - High Rise,SCLMultifamily - High RiseDVD Player,SCLMultifamily - High RiseDVD Player1,SCLMultifamily - High RiseDVD Player1New,SCLMultifamily - High RiseDVD PlayerStandard DVD PlayerNew,SCLMultifamily - High RiseDVD PlayerNew,SCL,Multifamily - High Rise,DVD Player,1,Standard DVD Player,New,0,307.401037,645.6396782,966.3985618,1216.866643,1474.143858,1776.767293,2107.400945,2456.179284,2786.3569,3093.467175,3401.987891,3711.968797,4023.435688,4336.399025,4650.859397,4966.810984,5284.243765,5603.144905,5923.499644,6246.762118
SCLMultifamily - High Rise,SCLMultifamily - High RiseElectric Vehicles,SCLMultifamily - High RiseElectric Vehicles2,SCLMultifamily - High RiseElectric Vehicles2Existing,SCLMultifamily - High RiseElectric VehiclesEVSE Level 2Existing,SCLMultifamily - High RiseElectric VehiclesExisting,SCL,Multifamily - High Rise,Electric Vehicles,2,EVSE Level 2,Existing,190.7882368,224.038135,257.4192625,297.6128149,351.4496084,409.9495174,468.333132,527.1503429,586.0307067,645.4008413,705.0563084,764.9137415,825.0185548,885.5703976,946.3666348,1007.890005,1070.181694,1133.830267,1198.895587,1265.174906,1331.499233
SCLMultifamily - High Rise,SCLMultifamily - High RiseElectric Vehicles,SCLMultifamily - High RiseElectric Vehicles1,SCLMultifamily - High RiseElectric Vehicles1Existing,SCLMultifamily - High RiseElectric VehiclesMarket Average EV ChargerExisting,SCLMultifamily - High RiseElectric VehiclesExisting,SCL,Multifamily - High Rise,Electric Vehicles,1,Market Average EV Charger,Existing,1717.094131,2016.343215,2316.773363,2678.515334,3163.046476,3689.545657,4214.998188,4744.353086,5274.276361,5808.607572,6345.506776,6884.223674,7425.166993,7970.133578,8517.299713,9071.010042,9631.63525,10204.4724,10790.06028,11386.57415,11983.49309
SCLMultifamily - High Rise,SCLMultifamily - High RiseElectric Vehicles,SCLMultifamily - High RiseElectric Vehicles2,SCLMultifamily - High RiseElectric Vehicles2New,SCLMultifamily - High RiseElectric VehiclesEVSE Level 2New,SCLMultifamily - High RiseElectric VehiclesNew,SCL,Multifamily - High Rise,Electric Vehicles,2,EVSE Level 2,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseElectric Vehicles,SCLMultifamily - High RiseElectric Vehicles1,SCLMultifamily - High RiseElectric Vehicles1New,SCLMultifamily - High RiseElectric VehiclesMarket Average EV ChargerNew,SCLMultifamily - High RiseElectric VehiclesNew,SCL,Multifamily - High Rise,Electric Vehicles,1,Market Average EV Charger,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer5,SCLMultifamily - High RiseFreezer5Existing,SCLMultifamily - High RiseFreezerFreezer - ENERGY STAR Most EfficientExisting,SCLMultifamily - High RiseFreezerExisting,SCL,Multifamily - High Rise,Freezer,5,Freezer - ENERGY STAR Most Efficient,Existing,3.726061938,3.822468842,3.90572935,3.977237776,4.038252626,4.089909353,4.133231936,4.169143393,4.198475312,4.221976509,4.240320876,4.254114504,4.263902146,4.270173075,4.273366396,4.273875872,4.272054285,4.268217402,4.262647564,4.255596937,4.247290463
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer4,SCLMultifamily - High RiseFreezer4Existing,SCLMultifamily - High RiseFreezerFreezer - ENERGY STARExisting,SCLMultifamily - High RiseFreezerExisting,SCL,Multifamily - High Rise,Freezer,4,Freezer - ENERGY STAR,Existing,248.4041292,254.8312561,260.3819566,265.1491851,269.2168417,272.6606235,275.5487957,277.9428928,279.8983541,281.4651006,282.6880584,283.6076336,284.2601431,284.678205,284.8910931,284.9250581,284.803619,284.5478268,284.1765042,283.7064625,283.1526976
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer3,SCLMultifamily - High RiseFreezer3Existing,SCLMultifamily - High RiseFreezerMarket Average FreezerExisting,SCLMultifamily - High RiseFreezerExisting,SCL,Multifamily - High Rise,Freezer,3,Market Average Freezer,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer2,SCLMultifamily - High RiseFreezer2Existing,SCLMultifamily - High RiseFreezerFederal Standard 2014 FreezerExisting,SCLMultifamily - High RiseFreezerExisting,SCL,Multifamily - High Rise,Freezer,2,Federal Standard 2014 Freezer,Existing,104.8121239,141.1662771,174.5120315,205.1093997,233.195369,258.9859677,282.6781431,304.451471,324.469711,342.8822208,359.8252436,375.4230792,389.7891498,403.0269695,415.2310267,426.4875873,436.8754254,446.4664884,455.3265026,463.5155239,471.0884398
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer1,SCLMultifamily - High RiseFreezer1Existing,SCLMultifamily - High RiseFreezerBelow Standard FreezerExisting,SCLMultifamily - High RiseFreezerExisting,SCL,Multifamily - High Rise,Freezer,1,Below Standard Freezer,Existing,471.6545574,428.7768703,389.7971548,354.3610499,322.146409,292.8603718,266.2367016,242.0333651,220.0303319,200.0275745,181.8432495,165.312045,150.2836773,136.6215248,124.2013862,112.9103511,102.6457737,93.31433973,84.83121794,77.11928904,70.10844458
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer5,SCLMultifamily - High RiseFreezer5New,SCLMultifamily - High RiseFreezerFreezer - ENERGY STAR Most EfficientNew,SCLMultifamily - High RiseFreezerNew,SCL,Multifamily - High Rise,Freezer,5,Freezer - ENERGY STAR Most Efficient,New,0,0.060180901,0.12639898,0.189194989,0.23822994,0.288597937,0.347843511,0.412572737,0.480854207,0.545494152,0.60561813,0.666018234,0.726704204,0.78768109,0.84895094,0.91051387,0.97236874,1.034513588,1.096945901,1.15966279,1.222948936
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer4,SCLMultifamily - High RiseFreezer4New,SCLMultifamily - High RiseFreezerFreezer - ENERGY STARNew,SCLMultifamily - High RiseFreezerNew,SCL,Multifamily - High Rise,Freezer,4,Freezer - ENERGY STAR,New,0,4.012060051,8.42659864,12.6129993,15.88199602,19.23986249,23.18956743,27.50484913,32.05694711,36.36627682,40.37454198,44.40121558,48.44694691,52.51207266,56.59672936,60.70092467,64.82458266,68.96757252,73.12972674,77.31085268,81.52992906
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer3,SCLMultifamily - High RiseFreezer3New,SCLMultifamily - High RiseFreezerMarket Average FreezerNew,SCLMultifamily - High RiseFreezerNew,SCL,Multifamily - High Rise,Freezer,3,Market Average Freezer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer2,SCLMultifamily - High RiseFreezer2New,SCLMultifamily - High RiseFreezerFederal Standard 2014 FreezerNew,SCLMultifamily - High RiseFreezerNew,SCL,Multifamily - High Rise,Freezer,2,Federal Standard 2014 Freezer,New,0,9.310710532,19.55544526,29.27074468,36.85704245,44.64957854,53.81558276,63.82997393,74.39394009,84.39451862,93.69642241,103.0410463,112.4298971,121.8637562,131.3429404,140.8674675,150.4371612,160.051718,169.7107492,179.4138077,189.204937
SCLMultifamily - High Rise,SCLMultifamily - High RiseFreezer,SCLMultifamily - High RiseFreezer1,SCLMultifamily - High RiseFreezer1New,SCLMultifamily - High RiseFreezerBelow Standard FreezerNew,SCLMultifamily - High RiseFreezerNew,SCL,Multifamily - High Rise,Freezer,1,Below Standard Freezer,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Central,SCLMultifamily - High RiseHeat Central1,SCLMultifamily - High RiseHeat Central1Existing,SCLMultifamily - High RiseHeat CentralStandard Electric Furnace HSPF = 1Existing,SCLMultifamily - High RiseHeat CentralExisting,SCL,Multifamily - High Rise,Heat Central,1,Standard Electric Furnace HSPF = 1,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Central,SCLMultifamily - High RiseHeat Central1,SCLMultifamily - High RiseHeat Central1New,SCLMultifamily - High RiseHeat CentralStandard Electric Furnace HSPF = 1New,SCLMultifamily - High RiseHeat CentralNew,SCL,Multifamily - High Rise,Heat Central,1,Standard Electric Furnace HSPF = 1,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCLMultifamily - High RiseHeat Pump6,SCLMultifamily - High RiseHeat Pump6Existing,SCLMultifamily - High RiseHeat PumpHVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1Existing,SCLMultifamily - High RiseHeat PumpExisting,SCL,Multifamily - High Rise,Heat Pump,6,HVAC Upgrade - Heat Pump Upgrade to 12 HSPF/18 SEER + HZ1CZ1,Existing,70.14014437,71.7943188,73.1727975,74.31131879,75.24136645,75.99065818,76.58357892,77.04156527,77.38344626,77.62574573,77.78295021,77.86774653,77.89123232,77.86310256,77.79181487,77.68473588,77.54827086,77.38797845,77.20867227,77.01451073,76.80907657
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCLMultifamily - High RiseHeat Pump5,SCLMultifamily - High RiseHeat Pump5Existing,SCLMultifamily - High RiseHeat PumpHVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1Existing,SCLMultifamily - High RiseHeat PumpExisting,SCL,Multifamily - High Rise,Heat Pump,5,HVAC Upgrade - Heat Pump Upgrade to 9.5 HSPF/15.5 SEER + HZ1CZ1,Existing,143.7413896,147.1313645,149.9563436,152.2895671,154.1955561,155.7311137,156.9462132,157.8847855,158.5854177,159.0819731,159.4041394,159.5779163,159.6260468,159.5683992,159.4223061,159.2028643,158.9232003,158.5947058,158.2272454,157.8293414,157.4083358
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCLMultifamily - High RiseHeat Pump4,SCLMultifamily - High RiseHeat Pump4Existing,SCLMultifamily - High RiseHeat PumpMarket Average Heat PumpExisting,SCLMultifamily - High RiseHeat PumpExisting,SCL,Multifamily - High Rise,Heat Pump,4,Market Average Heat Pump,Existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCLMultifamily - High RiseHeat Pump3,SCLMultifamily - High RiseHeat Pump3Existing,SCLMultifamily - High RiseHeat PumpFederal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System)Existing,SCLMultifamily - High RiseHeat PumpExisting,SCL,Multifamily - High Rise,Heat Pump,3,Federal Standard 2023 Heat Pump - SEER/EER 15/12.5 and HSPF 8.8 (Split System),Existing,81.08925421,83.00165077,125.4278356,164.0651729,199.2832472,231.4134336,260.7529846,287.5686715,312.1000301,334.5622528,355.1487674,374.0335363,391.3731066,407.3084385,421.9665376,435.4619096,447.8978604,459.3676554,469.9555554,479.7377417,488.7831426
SCLMultifamily - High Rise,SCLMultifamily - High RiseHeat Pump,SCLMultifamily - High RiseHeat Pump2,SCLMultifamily - High RiseHeat Pump2Existing,SCLMultifamily - High RiseHeat PumpFederal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System)Existing,SCLMultifamily - High RiseHeat PumpExisting,SCL,Multifamily - High Rise,Heat Pump,2,Federal Standard 2015 Heat Pump - SEER/EER 14/12 and HSPF 8.2 (Split System),Existing,181.879051,214.0055088,202.1163139,190.8876297,180.2827614,170.2670525,160.8077718,151.8740067,143.4365619,135.467864,127.9418715,120.8339898,114.1209903,107.7809353,101.7931056,96.13793305,90.79693677,85.75266251,80.9886257,76.48925761,72.23985441
